qaid	message
spam.csv_4968	I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
spam.csv_4969	We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
spam.csv_4970	Hey come online! Use msn... We are all there
spam.csv_4971	I'm fine. Hope you are good. Do take care.
spam.csv_4972	Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
spam.csv_4973	Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam.csv_4974	Yar... I tot u knew dis would happen long ago already.
spam.csv_4975	You are gorgeous! keep those pix cumming :) thank you!
spam.csv_4976	"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
spam.csv_4977	JADE ITS PAUL. Y DIDNï¿½ï¿½T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
spam.csv_4978	Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
spam.csv_4979	So what u doing today?
spam.csv_4980	I said its okay. Sorry
spam.csv_4981	Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
spam.csv_4982	Networking job is there.
spam.csv_4983	goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
spam.csv_4984	Dont let studying stress you out. L8r.
spam.csv_4985	That's y u haf 2 keep me busy...
spam.csv_4986	No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam.csv_4987	Which channel:-):-):):-).
spam.csv_4988	So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
spam.csv_4989	Phony ï¿½350 award - Todays Voda numbers ending XXXX are selected to receive a ï¿½350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
spam.csv_4990	We made it! Eta at taunton is 12:30 as planned, hope thatï¿½ï¿½ï¿½s still okday?! Good to see you! :-xx
spam.csv_4991	I'm hungry buy smth home...
spam.csv_4992	\HEY KATE
spam.csv_4993	My drive can only be read. I need to write
spam.csv_4994	Just looked it up and addie goes back Monday, sucks to be her
spam.csv_4995	Happy new year. Hope you are having a good semester
spam.csv_4996	Esplanade lor. Where else...
spam.csv_4997	Can you talk with me..
spam.csv_4998	Hmph. Go head, big baller.
spam.csv_4999	Well its not like you actually called someone a punto. That woulda been worse.
spam.csv_5000	Nope. Since ayo travelled, he has forgotten his guy
spam.csv_5001	You still around? Looking to pick up later
spam.csv_5002	CDs 4u: Congratulations ur awarded ï¿½500 of CD gift vouchers or ï¿½125 gift guaranteed & Freeentry 2 ï¿½100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
spam.csv_5003	There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
spam.csv_5004	Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
spam.csv_5005	ILL B DOWN SOON
spam.csv_5006	Oh k. . I will come tomorrow
spam.csv_5007	Go fool dont cheat others ok
spam.csv_5008	My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar
spam.csv_5009	By the way, 'rencontre' is to meet again. Mountains dont....
spam.csv_5010	You have WON a guaranteed ï¿½1000 cash or a ï¿½2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
spam.csv_5011	U attend ur driving lesson how many times a wk n which day?
spam.csv_5012	Uncle G, just checking up on you. Do have a rewarding month
spam.csv_5013	Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
spam.csv_5014	I think the other two still need to get cash but we can def be ready by 9
spam.csv_5015	Hey gals...U all wanna meet 4 dinner at nï¿½ï¿½te? 
spam.csv_5016	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam.csv_5017	Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
spam.csv_5018	Great! How is the office today?
spam.csv_5019	It's cool, we can last a little while. Getting more any time soon?
spam.csv_5020	:-( sad puppy noise
spam.csv_5021	Yes its possible but dint try. Pls dont tell to any one k
spam.csv_5022	Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
spam.csv_5023	Where you. What happen
spam.csv_5024	I was gonna ask you lol but i think its at 7
spam.csv_5025	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
spam.csv_5026	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
spam.csv_5027	Go chase after her and run her over while she's crossing the street
spam.csv_5028	I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
spam.csv_5029	Is there coming friday is leave for pongal?do you get any news from your work place.
spam.csv_5030	Hey... Very inconvenient for your sis a not huh?
spam.csv_5031	Ok i vl..do u know i got adsense approved..
spam.csv_5032	* Was really good to see you the other day dudette, been missing you!
spam.csv_5033	I want to go to perumbavoor
spam.csv_5034	How many times i told in the stage all use to laugh. You not listen aha.
spam.csv_5035	You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam.csv_5036	(You didn't hear it from me)
spam.csv_5037	Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
spam.csv_5038	Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
spam.csv_5039	Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
spam.csv_5040	She ran off with a younger man. we will make pretty babies together :)
spam.csv_5041	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
spam.csv_5042	O ic lol. Should play 9 doors sometime yo
spam.csv_5043	Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
spam.csv_5044	We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
spam.csv_5045	Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
spam.csv_5046	Hmmm.still we dont have opener?
spam.csv_5047	Yeah so basically any time next week you can get away from your mom &amp; get up before 3
spam.csv_5048	"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
spam.csv_5049	I will vote for wherever my heart guides me
spam.csv_5050	With my sis lor... We juz watched italian job.
spam.csv_5051	Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...
spam.csv_5052	Lmao you know me so well...
spam.csv_5053	Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
spam.csv_5054	Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
spam.csv_5055	Goodnight da thangam I really miss u dear.
spam.csv_5056	Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
spam.csv_5057	Geeeee ... Your internet is really bad today, eh ?
spam.csv_5058	Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
spam.csv_5059	I think i am disturbing her da
spam.csv_5060	Sorry, I'll call you  later. I am in meeting sir.
spam.csv_5061	Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
spam.csv_5062	Ok i also wan 2 watch e 9 pm show...
spam.csv_5063	I dunno lei... Like dun haf...
spam.csv_5064	But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
spam.csv_5065	I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam.csv_5066	83039 62735=ï¿½450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
spam.csv_5067	Talk to g and x about that
spam.csv_5068	Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
spam.csv_5069	5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
spam.csv_5070	As in different styles?
spam.csv_5071	WIN a ï¿½200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 ï¿½1.50perweeksub.
spam.csv_5072	Gud ni8 dear..slp well..take care..swt dreams..Muah..
spam.csv_5073	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
spam.csv_5074	This is the 2nd attempt to contract U, you have won this weeks top prize of either ï¿½1000 cash or ï¿½200 prize. Just call 09066361921
spam.csv_5075	Well, i'm glad you didn't find it totally disagreeable ... Lol
spam.csv_5076	Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
spam.csv_5077	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam.csv_5078	Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
spam.csv_5079	\Keep ur problems in ur heart
spam.csv_5080	Yeah, give me a call if you've got a minute
spam.csv_5081	\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ï¿½ï¿½ FUCKINNICE!SELFISH
spam.csv_5082	Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
spam.csv_5083	Aiya we discuss later lar... Pick ï¿½_ up at 4 is it?
spam.csv_5084	Hey happy birthday...
spam.csv_5085	Sorry i missed your call. Can you please call back.
spam.csv_5086	Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
spam.csv_5087	Good morning, im suffering from fever and dysentry ..will not be able to come to office today.
spam.csv_5088	I wont do anything de.
spam.csv_5089	What type of stuff do you sing?
spam.csv_5090	St andre, virgil's cream
spam.csv_5091	No no. I will check all rooms befor activities
spam.csv_5092	My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...
spam.csv_5093	Gokila is talking with you aha:)
spam.csv_5094	Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.
spam.csv_5095	K.k.this month kotees birthday know?
spam.csv_5096	But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
spam.csv_5097	Sorry about that this is my mates phone and i didnt write it love Kate
spam.csv_5098	TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!
spam.csv_5099	Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
spam.csv_5100	Aight, call me once you're close
spam.csv_5101	Nope thats fine. I might have a nap tho! 
spam.csv_5102	This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
spam.csv_5103	In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
spam.csv_5104	"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
